Value,Age,Overall,Potential,Wage,Special,International Reputation,Weak Foot,Skill Moves,Jersey Number,Feet,Inches,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
650,26,65,66,6,1578,1,3,3,15,6,1,172,642,642,642,612,632,632,632,612,622,622,622,602,562,562,562,602,472,452,452,452,472,452,412,412,412,452,38,61,63,57,53,63,37,37,43,66,75,71,74,57,64,68,63,76,75,61,27,43,65,63,63,57,20,20,19,13,8,8,12,15,1.2
350,31,65,65,1,1510,1,3,2,26,5,11,176,472,472,472,502,482,482,482,502,482,482,482,542,532,532,532,542,642,602,602,602,642,632,612,612,612,632,68,21,57,62,27,55,28,28,52,58,60,60,57,59,53,59,70,82,70,20,48,64,35,37,43,53,60,65,64,8,13,13,8,6,473
1.1,20,65,78,1,1505,1,3,3,25,5,11,150,632,632,632,592,602,602,602,592,572,572,572,572,502,502,502,572,412,412,412,412,412,392,402,402,402,392,37,69,66,54,48,67,33,24,49,68,68,68,65,45,60,65,73,60,69,53,53,18,65,37,62,57,35,18,14,12,12,15,9,14,2.1
725,22,65,74,2,1420,1,2,2,24,6,2,185,432,432,432,412,412,412,412,412,412,412,412,432,432,432,432,432,552,552,552,552,552,572,642,642,642,572,25,29,60,50,26,39,18,23,27,43,64,71,59,62,58,30,77,68,84,16,77,60,27,34,38,48,62,65,61,14,14,15,14,10,1.2
130,35,65,65,2,1700,1,3,2,22,5,9,165,562,562,562,572,572,572,572,572,582,582,582,572,612,612,612,572,612,642,642,642,612,612,642,642,642,612,64,38,56,63,58,61,57,17,62,62,50,31,62,64,73,68,67,55,65,66,70,75,64,58,52,74,64,62,66,8,13,11,8,10,176
450,27,65,65,4,1676,1,2,2,16,6,2,176,522,522,522,522,512,512,512,522,512,512,512,532,522,522,522,532,592,582,582,582,592,602,642,642,642,602,55,39,65,51,33,50,50,56,49,55,62,67,69,54,62,60,80,70,78,48,79,58,44,48,44,55,62,64,62,13,15,13,12,9,788
725,23,65,70,3,1728,1,2,3,20,6,2,179,622,622,622,622,632,632,632,622,632,632,632,632,622,622,622,632,602,602,602,602,602,592,572,572,572,592,54,64,58,66,32,63,53,57,58,65,72,66,62,62,59,68,59,80,73,48,49,52,55,69,48,56,57,56,50,16,13,13,15,16,1.3
70,38,65,65,2,1388,2,3,2,16,6,0,154,422,422,422,382,392,392,392,382,402,402,402,402,462,462,462,402,522,572,572,572,522,542,642,642,642,542,46,34,69,52,33,43,42,25,47,39,22,26,43,52,52,48,58,55,77,26,66,63,29,41,45,52,67,69,66,8,6,16,12,11,123
775,22,65,72,2,1515,1,3,2,22,6,0,183,632,632,632,582,612,612,612,582,592,592,592,562,502,502,502,562,402,402,402,402,402,402,412,412,412,402,28,63,64,55,54,58,36,28,32,58,76,79,67,59,56,65,79,46,78,54,63,25,65,59,60,60,15,24,18,7,8,15,14,7,1.3
550,28,65,65,1,1662,1,3,4,8,6,1,174,582,582,582,642,612,612,612,642,622,622,622,642,582,582,582,642,522,462,462,462,522,492,402,402,402,492,62,48,44,60,61,67,73,63,63,64,84,76,80,67,59,58,54,65,61,62,40,21,55,60,60,62,26,23,44,13,14,7,12,16,798
400,30,65,65,1,1793,1,3,2,17,5,10,165,602,602,602,612,612,612,612,612,612,612,612,622,612,612,612,622,642,642,642,642,642,642,652,652,652,642,60,54,56,63,31,61,62,44,59,62,72,72,65,66,68,62,69,78,73,62,86,64,58,55,45,62,63,64,57,14,9,12,11,16,500
575,26,65,65,1,1631,1,3,3,34,5,8,163,642,642,642,642,642,642,642,642,632,632,632,642,572,572,572,642,472,432,432,432,472,432,372,372,372,432,57,64,58,61,56,67,50,57,48,66,76,70,71,63,78,63,66,73,64,60,52,18,65,61,59,64,19,17,16,8,13,11,15,9,805
950,20,65,76,4,1635,1,2,3,17,6,2,165,632,632,632,622,632,632,632,622,612,612,612,602,552,552,552,602,502,502,502,502,502,482,502,502,502,482,45,61,65,56,48,72,45,37,40,61,68,72,70,54,76,62,68,68,81,55,68,44,68,59,47,52,44,34,23,7,14,9,9,5,2
575,26,65,65,2,1634,1,2,3,29,6,1,183,602,602,602,642,622,622,622,642,602,602,602,642,532,532,532,642,512,462,462,462,512,482,432,432,432,482,62,54,41,52,47,74,61,36,43,67,93,87,75,55,76,68,58,68,78,50,65,27,50,57,45,66,33,29,23,11,14,14,13,8,719
1,19,65,78,2,1535,1,3,3,26,5,9,141,642,642,642,612,632,632,632,612,622,622,622,602,562,562,562,602,422,422,422,422,422,402,362,362,362,402,32,68,61,60,50,66,34,32,56,67,74,71,70,58,72,64,71,68,61,55,49,18,63,53,57,55,15,18,16,10,10,8,14,14,2.1
550,28,65,65,4,1751,1,2,2,11,6,3,183,652,652,652,622,632,632,632,622,612,612,612,632,602,602,602,632,602,592,592,592,602,592,592,592,592,592,65,67,67,65,46,59,58,48,63,61,73,70,51,60,59,71,60,68,77,54,58,47,67,55,57,63,61,54,52,6,16,13,16,7,798
425,32,65,65,6,1643,1,3,2,9,6,2,187,632,632,632,572,592,592,592,572,542,542,542,552,472,472,472,552,442,422,422,422,442,432,462,462,462,432,48,64,68,35,63,61,68,63,20,65,57,67,54,55,70,70,72,71,88,64,70,29,65,54,67,55,44,21,16,7,16,6,11,14,744
750,20,65,75,3,1658,1,3,3,3,5,10,139,572,572,572,612,592,592,592,612,592,592,592,622,592,592,592,622,632,602,602,602,632,632,602,602,602,632,60,48,59,63,39,67,36,32,61,63,78,76,72,59,75,41,65,69,51,39,55,59,67,41,45,53,58,65,64,12,10,11,10,8,1.3
575,23,65,69,2,1629,1,2,2,12,6,3,174,552,552,552,542,532,532,532,542,522,522,522,572,552,552,552,572,632,632,632,632,632,642,662,662,662,642,57,30,68,63,48,57,38,21,56,60,67,73,53,60,55,63,71,75,86,32,72,64,48,37,38,65,62,66,61,9,9,9,13,8,877
550,25,65,67,2,1597,1,3,2,3,5,9,143,462,462,462,532,502,502,502,532,522,522,522,552,532,532,532,552,632,592,592,592,632,632,602,602,602,632,57,23,48,52,32,52,50,37,44,62,75,78,80,64,77,36,71,70,60,24,53,66,42,51,44,45,60,63,65,7,15,14,9,16,921
675,25,65,67,3,1495,1,3,2,14,6,2,190,632,632,632,572,592,592,592,572,552,552,552,542,472,472,472,542,432,412,412,412,432,422,432,432,432,422,30,63,63,50,60,61,32,27,29,63,70,76,71,63,63,68,62,53,81,55,53,23,59,36,61,63,24,28,26,7,10,10,11,7,1
800,22,65,73,2,1528,1,3,4,11,5,9,148,572,572,572,632,612,612,612,632,602,602,602,632,542,542,542,632,492,412,412,412,492,452,342,342,342,452,60,52,40,60,48,69,47,42,54,66,88,85,84,58,79,50,60,65,46,44,32,17,60,45,51,47,19,24,26,14,12,11,9,11,1.3
500,27,65,66,5,1294,1,2,2,3,6,6,201,412,412,412,352,372,372,372,352,372,372,372,382,422,422,422,382,512,552,552,552,512,542,632,632,632,542,30,24,69,49,26,30,27,30,34,49,34,44,32,53,31,43,66,62,88,25,56,57,24,30,35,51,63,69,61,9,13,9,12,10,863
675,25,65,68,5,1545,2,4,3,12,6,0,157,582,582,582,662,632,632,632,662,632,632,632,642,532,532,532,642,472,402,402,402,472,442,322,322,322,442,64,54,29,54,51,71,61,48,48,70,90,92,91,62,70,63,58,32,29,41,22,25,60,59,62,57,22,28,21,14,14,12,14,14,1.1
450,27,65,65,2,1691,1,2,3,28,5,7,143,552,552,552,612,582,582,582,612,592,592,592,622,592,592,592,622,642,622,622,622,642,642,622,622,622,642,68,44,59,59,31,64,37,38,58,62,74,75,76,62,82,42,61,64,54,32,70,64,57,60,57,60,64,65,60,12,10,13,8,9,653
575,27,65,65,1,1702,1,4,3,10,5,10,154,592,592,592,642,622,622,622,642,632,632,632,642,592,592,592,642,522,492,492,492,522,492,432,432,432,492,68,53,52,65,56,67,72,62,60,64,73,65,76,63,81,62,73,68,51,61,51,28,61,61,53,59,42,28,29,15,8,12,7,15,834
650,20,65,72,2,1602,1,3,2,17,6,0,172,472,472,472,552,512,512,512,552,542,542,542,572,572,572,572,572,632,612,612,612,632,642,622,622,622,642,63,22,53,62,35,53,60,33,58,65,75,71,73,56,62,35,62,65,71,35,55,61,43,53,32,66,60,68,67,13,12,7,14,8,1.1
850,21,65,74,1,1652,1,3,3,21,5,8,154,622,622,622,652,642,642,642,652,642,642,642,652,592,592,592,652,492,462,462,462,492,462,402,402,402,462,65,60,51,62,54,66,67,55,62,64,75,71,71,69,71,61,72,61,59,59,41,22,62,64,58,57,31,25,22,11,8,6,14,13,1.5
150,34,65,65,3,1765,1,3,2,19,5,9,152,512,512,512,562,532,532,532,562,562,562,562,572,572,572,572,572,632,622,622,622,632,632,642,642,642,632,59,24,49,58,63,45,55,34,53,61,67,86,83,62,83,47,79,63,78,54,76,64,52,65,47,62,60,65,66,14,16,8,13,16,195
700,24,65,68,3,1568,1,3,2,89,6,2,176,642,642,642,602,612,612,612,602,582,582,582,602,532,532,532,602,462,432,432,432,462,442,422,422,422,442,57,60,75,53,52,66,37,24,47,61,64,74,62,58,49,73,70,72,78,57,62,18,61,53,66,61,17,23,25,15,12,7,11,9,1.5
675,21,65,73,1,1609,1,3,2,16,5,10,165,552,552,552,592,562,562,562,592,572,572,572,612,582,582,582,612,642,612,612,612,642,642,632,632,632,642,59,55,63,60,28,59,32,27,57,60,74,69,68,62,66,25,79,81,65,29,64,60,56,54,31,58,58,65,65,7,6,7,11,7,1.1
575,26,65,69,3,1450,1,2,2,4,5,10,154,452,452,452,442,452,452,452,442,452,452,452,462,482,482,482,462,592,592,592,592,592,612,632,632,632,612,32,29,61,65,30,36,36,34,31,65,58,62,45,55,67,49,65,63,55,26,59,62,25,32,45,55,66,70,72,15,6,14,14,6,906
425,32,65,65,2,1697,1,3,2,17,5,10,163,632,632,632,632,632,632,632,632,632,632,632,632,612,612,612,632,522,522,522,522,522,502,462,462,462,502,57,64,54,68,57,62,63,65,60,64,62,66,67,63,68,66,68,68,59,54,57,38,68,62,58,54,35,37,30,6,14,15,15,7,616
650,26,65,66,2,1551,1,3,2,9,6,6,214,642,642,642,562,592,592,592,562,562,562,562,562,532,532,532,562,452,462,462,462,452,442,462,462,462,442,38,62,72,57,62,55,52,53,49,60,61,65,31,58,34,70,58,67,91,65,68,28,64,46,54,56,28,26,25,11,9,12,11,9,861
160,34,65,65,3,1691,1,3,2,4,5,11,141,512,512,512,512,522,522,522,512,552,552,552,532,592,592,592,532,582,642,642,642,582,572,642,642,642,572,54,32,48,66,45,52,65,56,65,62,45,33,56,56,71,69,74,59,75,60,89,63,49,56,50,70,60,66,62,6,8,14,15,10,280
650,25,65,67,1,1514,1,3,3,7,5,11,154,612,612,612,602,622,622,622,602,632,632,632,592,582,582,582,592,422,442,442,442,422,402,382,382,382,402,30,68,63,69,49,67,56,33,61,66,54,53,69,59,71,59,72,52,52,51,29,19,62,62,66,59,30,23,21,10,14,10,6,8,1.1
550,25,65,67,1,1568,1,3,3,3,5,7,150,502,502,502,542,522,522,522,542,492,492,492,542,482,482,482,542,622,552,552,552,622,642,612,612,612,642,66,31,59,31,30,66,34,44,26,68,71,67,55,59,86,55,65,64,45,41,51,63,42,41,40,68,70,73,69,13,12,6,10,15,1.2
675,23,65,73,2,1395,1,3,2,3,6,0,185,432,432,432,402,402,402,402,402,402,402,402,422,442,442,442,422,542,552,552,552,542,582,632,632,632,582,27,25,63,50,29,34,28,31,35,51,62,58,43,55,54,44,73,63,77,21,54,57,27,30,46,60,64,72,68,11,9,13,9,12,1.3
625,26,65,66,3,1845,1,3,3,10,5,9,137,612,612,612,652,642,642,642,652,652,652,652,662,642,642,642,662,642,632,632,632,642,632,622,622,622,632,55,57,53,66,53,66,60,58,62,64,82,82,78,58,72,57,76,78,64,53,69,53,65,69,48,60,70,63,58,11,12,13,13,7,1.4
450,28,65,65,4,1614,1,3,2,18,6,2,176,532,532,532,532,532,532,532,532,542,542,542,542,562,562,562,542,602,612,612,612,602,612,642,642,642,612,46,39,65,62,40,48,51,37,49,55,62,69,62,59,52,56,53,64,75,48,59,65,46,62,40,57,63,66,62,9,10,15,10,15,653
750,23,65,71,1,1737,1,3,3,11,6,0,176,612,612,612,632,632,632,632,632,622,622,622,632,602,602,602,632,592,572,572,572,592,582,552,552,552,582,59,62,40,62,43,70,61,58,62,63,78,78,53,49,62,75,71,73,65,74,60,44,57,56,44,62,57,56,54,8,13,8,12,10,1.1
575,26,65,65,3,1829,1,4,3,8,5,11,170,612,612,612,612,612,612,612,612,622,622,622,622,642,642,642,622,642,662,662,662,642,632,642,642,642,632,54,56,55,68,56,64,58,53,63,67,64,60,73,60,71,72,67,83,73,68,74,65,51,58,57,56,62,66,61,9,12,8,9,12,1
650,23,65,72,2,1765,1,3,3,17,5,9,154,582,582,582,642,622,622,622,642,632,632,632,662,622,622,622,662,642,612,612,612,642,632,582,582,582,632,65,46,46,62,41,68,55,67,66,66,79,83,75,62,77,54,64,69,60,42,47,63,65,62,49,62,59,60,57,12,16,9,9,10,1.3
1.1,20,65,80,1,1553,1,4,2,6,6,1,165,482,482,482,502,502,502,502,502,522,522,522,542,562,562,562,542,622,632,632,632,622,632,662,662,662,632,34,23,62,64,35,56,35,29,51,60,62,81,60,63,48,40,68,72,76,23,56,70,34,50,45,51,68,68,62,13,12,13,14,6,2.6
875,20,65,75,7,1768,1,4,3,88,5,5,146,592,592,592,632,622,622,622,632,642,642,642,632,632,632,632,632,612,622,622,622,612,602,582,582,582,602,53,51,50,68,52,65,58,53,66,69,70,74,75,63,91,62,51,59,65,60,57,56,53,67,56,66,61,57,55,10,13,8,10,10,1.7
1.1,18,65,83,2,1564,1,3,3,21,6,0,165,632,632,632,622,642,642,642,622,622,622,622,612,552,552,552,612,462,442,442,442,462,442,412,412,412,442,44,65,57,62,45,63,48,44,40,66,71,73,66,65,69,61,60,56,63,57,42,26,68,55,67,59,33,23,21,10,9,12,10,13,2.4
725,23,65,70,2,1473,1,2,2,25,6,3,176,632,632,632,562,602,602,602,562,562,562,562,552,502,502,502,552,422,412,412,412,422,402,422,422,422,402,31,67,66,57,52,62,38,34,32,58,55,67,43,59,52,72,62,60,83,62,53,18,60,50,51,54,25,23,26,12,12,10,11,10,1.1
600,25,65,69,2,1503,1,4,2,6,6,1,192,472,472,472,462,472,472,472,462,492,492,492,502,542,542,542,502,542,602,602,602,542,552,632,632,632,552,39,23,69,56,24,53,27,27,64,56,50,59,51,55,57,50,72,70,88,31,88,53,33,53,35,55,56,62,54,11,11,8,9,9,795
725,23,65,70,3,1496,1,3,2,18,6,0,157,632,632,632,572,582,582,582,572,522,522,522,542,432,432,432,542,402,352,352,352,402,382,392,392,392,382,44,63,63,33,39,61,40,27,29,60,77,78,68,57,63,79,72,58,84,63,64,18,59,34,64,45,24,15,12,14,7,10,6,11,1.3
725,24,65,71,1,1792,1,3,3,11,5,11,146,622,622,622,662,652,652,652,662,662,662,662,662,632,632,632,662,602,582,582,582,602,592,542,542,542,592,67,63,59,69,56,66,68,55,69,67,73,73,80,58,70,61,66,58,42,66,43,52,64,62,66,61,66,52,43,13,10,13,15,7,1.1
750,23,65,71,4,1711,1,3,2,21,5,9,154,602,602,602,632,622,622,622,632,622,622,622,632,602,602,602,632,592,562,562,562,592,572,532,532,532,572,64,64,41,62,39,63,57,54,53,65,69,73,65,61,64,62,64,72,69,56,58,48,58,66,55,49,44,55,45,12,12,14,14,13,1.2
750,23,65,71,1,1701,1,4,3,20,5,10,163,592,592,592,622,612,612,612,622,602,602,602,632,582,582,582,632,592,562,562,562,592,582,532,532,532,582,59,56,46,59,38,59,45,44,55,58,84,85,70,62,74,54,70,91,61,51,75,48,65,57,55,60,51,44,42,13,5,7,6,12,1.2
700,24,65,69,2,1821,1,3,2,17,5,8,157,562,562,562,622,602,602,602,622,622,622,622,632,632,632,632,632,642,642,642,642,642,622,602,602,602,622,58,49,35,66,40,63,70,74,67,62,72,72,86,65,78,53,66,75,65,62,74,60,53,62,53,74,61,64,60,7,15,10,12,12,1.3
120,35,65,65,2,1724,1,4,2,3,6,2,163,592,592,592,592,582,582,582,592,592,592,592,602,612,612,612,602,642,652,652,652,642,642,672,672,672,642,61,52,64,62,42,62,37,34,60,61,63,58,59,67,59,57,70,70,78,45,80,68,55,57,59,61,64,66,63,13,13,8,9,8,192
220,33,65,65,2,1575,1,3,2,13,6,2,183,542,542,542,512,522,522,522,512,532,532,532,522,572,572,572,522,572,622,622,622,572,582,642,642,642,582,47,49,67,63,50,48,39,32,62,60,46,42,58,57,43,55,64,65,81,48,74,62,48,50,37,50,58,62,63,10,7,10,12,6,330
70,38,65,65,1,1673,1,3,2,8,5,11,174,572,572,572,552,572,572,572,552,572,572,572,542,602,602,602,542,582,642,642,642,582,582,642,642,642,582,48,53,44,63,47,53,54,59,58,63,37,40,56,75,61,65,49,49,82,65,65,65,56,53,59,63,74,63,62,11,8,14,12,10,95
600,23,65,70,1,1603,1,3,3,3,5,7,152,502,502,502,552,522,522,522,552,512,512,512,562,492,492,492,562,632,552,552,552,632,632,592,592,592,632,57,31,54,48,30,58,52,33,34,63,87,83,83,57,84,47,64,74,52,32,55,60,46,35,36,58,62,61,66,14,14,11,14,6,915
675,25,65,68,2,1644,1,3,3,19,6,0,165,632,632,632,642,642,642,642,642,632,632,632,642,592,592,592,642,512,492,492,492,512,492,452,452,452,492,65,61,65,65,53,67,51,44,58,66,67,67,67,63,67,65,57,66,64,59,55,26,64,59,57,59,48,26,24,15,6,7,6,14,894
925,20,65,76,1,1688,1,3,3,10,5,9,150,602,602,602,652,632,632,632,652,642,642,642,652,592,592,592,652,552,502,502,502,552,532,442,442,442,532,58,57,48,66,56,71,64,59,56,68,79,75,82,67,87,61,57,69,44,42,46,29,55,59,56,65,34,35,48,13,13,12,9,13,1.5
525,28,65,65,2,1824,1,3,2,8,5,10,159,592,592,592,602,602,602,602,602,612,612,612,612,632,632,632,612,632,642,642,642,632,622,612,612,612,622,61,56,44,67,60,61,64,65,62,62,56,55,68,63,76,64,75,77,59,60,77,65,64,60,63,64,62,62,60,14,11,16,9,6,656
775,23,65,73,2,1749,1,4,2,21,6,1,165,572,572,572,602,602,602,602,602,622,622,622,622,642,642,642,622,612,632,632,632,612,602,582,582,582,602,60,48,42,73,48,61,62,65,67,66,60,66,63,59,67,66,61,74,73,60,58,57,52,65,48,60,58,57,52,9,12,11,14,15,1.5
500,27,65,66,3,1696,1,3,3,15,5,8,163,522,522,522,582,562,562,562,582,592,592,592,602,622,622,622,602,632,642,642,642,632,622,612,612,612,622,50,32,47,68,44,65,39,46,66,67,68,70,63,64,73,49,88,75,63,46,56,62,44,56,47,59,59,65,60,14,16,15,13,6,788
750,22,65,75,1,1442,1,3,2,20,5,11,185,432,432,432,392,392,392,392,392,382,382,382,412,402,402,402,412,532,522,522,522,532,572,632,632,632,572,33,25,70,38,32,35,36,31,35,33,73,70,48,56,67,41,76,63,77,24,66,53,30,36,39,50,69,67,70,15,9,5,14,6,1.8
725,24,65,69,2,1506,1,3,2,9,6,3,161,642,642,642,582,612,612,612,582,592,592,592,572,532,532,532,572,422,412,412,412,422,402,382,382,382,402,36,70,72,61,59,58,49,41,51,59,68,69,54,59,49,68,68,56,63,58,39,15,59,53,65,59,30,15,22,10,6,8,5,11,1.6
400,30,65,65,3,1361,1,3,2,25,6,3,168,412,412,412,382,382,382,382,382,372,372,372,392,402,402,402,392,532,542,542,542,532,562,642,642,642,562,25,24,67,47,24,35,28,32,32,39,63,69,44,50,50,34,66,55,76,22,72,65,23,32,39,57,66,66,64,16,11,6,6,13,580
550,28,65,65,1,1652,1,3,2,9,6,2,190,632,632,632,622,622,622,622,622,612,612,612,622,562,562,562,622,502,452,452,452,502,472,412,412,412,472,56,66,57,57,57,61,53,57,47,60,72,70,72,64,67,70,72,78,63,58,42,35,66,58,67,60,20,24,28,13,11,7,8,16,853
400,30,65,65,4,1543,1,3,2,19,6,1,168,502,502,502,482,492,492,492,482,492,492,492,492,502,502,502,492,572,592,592,592,572,582,632,632,632,582,29,32,63,58,39,49,37,40,47,64,67,62,64,59,60,48,67,58,71,30,61,58,38,31,43,52,76,62,59,18,14,10,11,18,760
750,22,65,72,2,1653,1,3,3,27,5,11,165,612,612,612,642,632,632,632,642,632,632,632,642,592,592,592,642,532,502,502,502,532,512,442,442,442,512,64,65,47,66,62,69,70,55,64,70,69,72,58,46,65,66,48,63,59,59,35,30,60,56,56,50,36,42,42,10,7,14,14,14,1.3
975,20,65,77,7,1550,1,3,3,38,5,10,159,582,582,582,652,622,622,622,652,612,612,612,632,542,542,542,632,502,432,432,432,502,462,372,372,372,462,59,59,34,61,49,74,66,44,43,71,84,77,79,51,77,56,50,64,55,48,33,21,58,49,47,57,34,29,24,14,9,15,8,8,1.9
875,21,65,75,20,1673,1,3,3,36,5,9,150,572,572,572,632,622,622,622,632,642,642,642,642,642,642,642,642,582,592,592,592,582,562,522,522,522,562,61,49,44,69,46,68,62,53,65,70,65,63,68,62,77,54,51,64,49,48,62,52,59,70,49,68,46,51,47,10,9,10,11,9,2
775,21,65,75,2,1617,1,3,2,28,5,11,163,512,512,512,542,532,532,532,542,562,562,562,552,582,582,582,552,602,622,622,622,602,612,632,632,632,612,48,27,62,64,34,59,54,36,59,66,61,63,71,60,55,58,72,57,65,38,59,62,37,58,45,52,71,62,61,12,8,8,10,15,1.4
625,22,65,71,2,1440,1,2,2,30,6,4,185,482,482,482,472,462,462,462,472,472,472,472,512,542,542,542,512,632,652,652,652,632,632,672,672,672,632,64,28,64,67,22,50,40,21,60,61,37,38,34,65,42,56,30,68,86,32,59,70,32,26,41,57,73,69,66,8,5,12,8,6,1.4
425,29,65,65,2,1622,1,3,2,22,6,1,174,512,512,512,482,502,502,502,482,512,512,512,502,562,562,562,502,582,642,642,642,582,592,662,662,662,592,32,32,61,57,51,52,54,28,59,53,44,42,60,65,60,59,67,83,75,53,85,68,50,45,45,66,65,66,65,14,11,6,7,8,574
575,27,65,65,1,1800,1,4,3,15,5,11,172,592,592,592,642,632,632,632,642,642,642,642,652,632,632,632,652,642,612,612,612,642,622,582,582,582,622,67,60,33,65,49,63,62,60,58,64,71,75,72,63,72,56,74,75,70,58,57,57,61,69,51,60,55,61,60,11,8,16,12,15,719
750,23,65,71,3,1724,1,3,4,11,5,9,154,582,582,582,642,622,622,622,642,642,642,642,632,612,612,612,632,562,542,542,542,562,542,482,482,482,542,55,57,40,64,59,71,64,57,59,67,71,68,90,56,83,61,66,67,52,47,56,48,60,65,55,61,29,48,49,10,14,13,8,15,1.5
425,29,65,65,1,1587,1,2,2,27,5,11,179,492,492,492,502,502,502,502,502,532,532,532,542,582,582,582,542,582,632,632,632,582,592,632,632,632,592,40,26,66,68,34,47,33,52,68,55,61,62,55,62,59,46,57,74,83,33,70,63,43,59,42,66,62,59,51,11,10,15,10,11,574
450,27,65,65,2,1692,1,4,2,19,5,7,150,522,522,522,592,572,572,572,592,592,592,592,612,602,602,602,612,642,612,612,612,642,632,602,602,602,632,60,23,48,64,43,63,49,27,57,62,78,74,76,60,71,50,86,81,65,47,59,60,60,56,40,61,59,61,60,6,8,15,15,9,563
325,33,65,65,3,1725,2,3,3,21,5,8,154,582,582,582,632,622,622,622,632,632,632,632,632,602,602,602,632,542,542,542,542,542,522,472,472,472,522,64,59,33,67,61,63,66,58,64,63,69,68,68,61,74,62,70,62,49,64,90,42,62,60,53,55,29,38,45,14,11,13,7,16,439
425,32,65,65,6,1725,1,3,3,19,5,9,148,622,622,622,642,642,642,642,642,632,632,632,632,592,592,592,632,552,522,522,522,552,522,482,482,482,522,66,65,49,60,75,64,55,47,52,64,67,69,65,64,73,67,73,57,53,65,55,56,64,64,69,50,42,32,34,11,15,13,8,12,914
425,28,65,65,1,1592,1,4,2,5,5,11,165,492,492,492,522,502,502,502,522,512,512,512,542,532,532,532,542,622,612,612,612,622,632,652,652,652,632,55,31,58,55,29,56,44,33,47,55,71,72,62,64,61,43,74,71,76,32,70,66,33,51,37,60,68,64,63,13,8,6,16,8,659
425,28,65,65,3,1839,1,4,3,17,5,9,148,612,612,612,632,632,632,632,632,632,632,632,642,632,632,632,642,642,632,632,632,642,642,612,612,612,642,58,55,50,67,61,65,64,68,63,67,76,67,78,65,81,68,79,74,56,66,58,64,59,52,45,63,60,61,63,10,7,7,9,16,659
650,22,65,72,1,1634,1,4,2,28,5,10,159,552,552,552,572,582,582,582,572,602,602,602,582,622,622,622,582,612,632,632,632,612,612,602,602,602,612,35,43,52,64,39,57,33,36,59,63,67,57,70,65,67,45,61,85,58,58,66,66,64,58,39,68,52,65,62,6,15,8,6,13,1
750,23,65,72,1,1762,1,3,3,17,5,11,172,602,602,602,632,622,622,622,632,622,622,622,642,622,622,622,642,642,622,622,622,642,632,612,612,612,632,60,52,55,62,40,67,58,38,64,64,73,75,77,63,69,61,65,80,70,56,63,57,58,61,41,61,55,62,62,12,10,13,7,12,1.2
250,35,65,65,2,1742,1,3,2,18,6,2,170,632,632,632,602,612,612,612,602,612,612,612,602,602,602,602,602,532,542,542,542,532,522,542,542,542,522,58,62,70,63,63,60,55,63,56,63,53,54,55,68,53,68,83,70,83,64,74,35,58,64,71,67,36,44,45,7,6,8,14,16,438
550,28,65,65,2,1693,1,4,2,13,6,0,165,602,602,602,632,612,612,612,632,612,612,612,632,572,572,572,632,562,512,512,512,562,532,472,472,472,532,63,55,49,62,58,67,68,42,54,62,76,80,72,60,70,66,65,82,62,61,49,32,58,52,53,61,44,36,40,10,11,12,7,15,798
400,30,65,65,4,1784,1,3,3,99,5,10,137,632,632,632,642,642,642,642,642,622,622,622,632,592,592,592,632,632,592,592,592,632,632,602,602,602,632,62,58,57,61,48,65,47,39,46,65,79,78,80,63,76,71,57,69,58,58,77,51,65,54,55,67,53,64,68,7,13,12,15,13,800
725,22,65,70,1,1611,1,4,3,20,5,7,161,622,622,622,652,632,632,632,652,622,622,622,632,532,532,532,632,502,422,422,422,502,462,382,382,382,462,65,64,47,60,61,65,50,39,39,64,82,76,87,62,84,64,73,69,50,53,42,18,64,54,50,52,38,18,25,12,14,5,6,11,1.1
625,26,65,66,1,1792,1,3,2,14,5,8,152,642,642,642,662,652,652,652,662,652,652,652,662,642,642,642,662,632,602,602,602,632,612,562,562,562,612,66,64,49,71,36,61,48,59,64,65,80,79,82,60,76,71,64,71,58,70,55,59,67,56,55,49,49,59,48,12,9,12,7,10,891
700,22,65,74,3,1716,1,4,2,22,5,11,154,582,582,582,602,592,592,592,602,582,582,582,612,572,572,572,612,632,602,602,602,632,642,622,622,622,642,55,48,55,57,47,64,53,43,50,59,88,88,76,55,55,55,63,75,72,47,64,62,54,54,42,57,60,64,61,7,9,13,14,7,1.4
775,20,65,75,1,1729,1,3,3,8,5,10,150,562,562,562,632,602,602,602,632,632,632,632,642,642,642,642,642,662,642,642,642,662,652,592,592,592,652,64,52,38,72,44,65,58,67,69,69,74,71,71,61,70,47,56,66,64,56,31,61,53,53,51,57,62,68,68,8,15,7,5,13,1.5
700,25,65,70,4,1787,1,4,3,6,5,9,165,612,612,612,632,632,632,632,632,652,652,652,632,642,642,642,632,592,612,612,612,592,582,582,582,582,582,52,55,48,68,56,66,44,43,65,67,67,61,80,58,80,69,74,72,69,61,66,55,63,67,45,61,59,54,51,15,15,16,16,10,928
